SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,ALGÉS (21B/06G),,ALGÉS (21B/06G),,ALHASTROS (CARAPINHEIRA) (12F/04U),,ALHASTROS (CARAPINHEIRA) (12F/04U),,ALJEZUR (30E/01UG),,ALJEZUR (30E/01UG),,ALJUBARROTA (16D/01UG),,ALJUBARROTA (16D/01UG),,ALJUSTREL (26I/03UG),,ALJUSTREL (26I/03UG),,ALMACEDA (14K/01U),,ALMACEDA (14K/01U),,ALMAÇA (11H/01UG),,ALMAÇA (11H/01UG),,
,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,Precipitação diária (mm),FLAG,Velocidade do vento média diária (m/s),FLAG,
07/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
08/10/1991 09:00,,,,,0,(vco),,,1.5,(vco),,,6.3,(vco),,,1,(vco),,,,,,,0,(vco),,,
09/10/1991 09:00,,,,,0,(vco),,,10.8,(vco),,,7,(vco),,,11,(vco),,,,,,,20,(vco),,,
10/10/1991 09:00,,,,,0,(vco),,,4.2,(vco),,,3,(vco),,,8,(vco),,,,,,,15,(vco),,,
11/10/1991 09:00,,,,,0,(vco),,,15.6,(vco),,,17.7,(vco),,,4,(vco),,,,,,,10,(vco),,,
12/10/1991 09:00,,,,,0,(vco),,,6,(vco),,,4,(vco),,,10,(vco),,,,,,,6,(vco),,,
13/10/1991 09:00,,,,,0,(vco),,,5.5,(vco),,,3,(vco),,,18,(vco),,,,,,,12,(vco),,,
14/10/1991 09:00,,,,,0,(vco),,,4.5,(vco),,,15.2,(vco),,,0,(vco),,,,,,,25,(vco),,,
15/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,2.7,(vco),,,
16/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,1.9,(vco),,,
17/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
18/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
19/10/1991 09:00,,,,,3.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
20/10/1991 09:00,,,,,6.2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
21/10/1991 09:00,,,,,5.8,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
22/10/1991 09:00,,,,,1,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
23/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
24/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
25/10/1991 09:00,,,,,0,(vco),,,18.2,(vco),,,6,(vco),,,4,(vco),,,,,,,0,(vco),,,
26/10/1991 09:00,,,,,0,(vco),,,2.1,(vco),,,9.2,(vco),,,14,(vco),,,,,,,20,(vco),,,
27/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
28/10/1991 09:00,,,,,0,(vco),,,0.6,(vco),,,10.4,(vco),,,0,(vco),,,,,,,5,(vco),,,
29/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,2,(vco),,,0,(vco),,,,,,,2.7,(vco),,,
30/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,3.5,(vco),,,
31/10/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,1.8,(vco),,,
01/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
02/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
03/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,16,(vco),,,
04/11/1991 09:00,,,,,0,(vco),,,0.8,(vco),,,6.5,(vco),,,0,(vco),,,,,,,8,(vco),,,
05/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,2,(vco),,,0,(vco),,,,,,,0,(vco),,,
06/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
07/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
08/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
09/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
10/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
11/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
12/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
13/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,14.2,(vco),,,0,(vco),,,,,,,0,(vco),,,
14/11/1991 09:00,,,,,5.1,(vco),,,3.5,(vco),,,2.5,(vco),,,0,(vco),,,,,,,28,(vco),,,
15/11/1991 09:00,,,,,3.2,(vco),,,3.7,(vco),,,10,(vco),,,0,(vco),,,,,,,6,(vco),,,
16/11/1991 09:00,,,,,7.3,(vco),,,1.2,(vco),,,5.3,(vco),,,0,(vco),,,,,,,15,(vco),,,
17/11/1991 09:00,,,,,6,(vco),,,0,(vco),,,6.5,(vco),,,0,(vco),,,,,,,0,(vco),,,
18/11/1991 09:00,,,,,4.6,(vco),,,0,(vco),,,4,(vco),,,0,(vco),,,,,,,0,(vco),,,
19/11/1991 09:00,,,,,1.1,(vco),,,0,(vco),,,2.2,(vco),,,0,(vco),,,,,,,0,(vco),,,
20/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
21/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
22/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
23/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
24/11/1991 09:00,,,,,2,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,5,(vco),,,
25/11/1991 09:00,,,,,8.2,(vco),,,0,(vco),,,5.5,(vco),,,0,(vco),,,,,,,0,(vco),,,
26/11/1991 09:00,,,,,7.9,(vco),,,16.5,(vco),,,20.2,(vco),,,0,(vco),,,,,,,0,(vco),,,
27/11/1991 09:00,,,,,1.3,(vco),,,1.1,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
28/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
29/11/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
30/11/1991 09:00,,,,,0,(vco),,,12.5,(vco),,,0,(vco),,,0,(vco),,,,,,,26,(vco),,,
01/12/1991 09:00,,,,,0,(vco),,,3.5,(vco),,,24,(vco),,,10,(vco),,,,,,,5,(vco),,,
02/12/1991 09:00,,,,,0,(vco),,,1.1,(vco),,,1,(vco),,,0,(vco),,,,,,,0,(vco),,,
03/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
04/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
05/12/1991 09:00,,,,,0,(vco),,,7.8,(vco),,,0,(vco),,,6,(vco),,,,,,,0,(vco),,,
06/12/1991 09:00,,,,,0,(vco),,,7.5,(vco),,,2,(vco),,,1,(vco),,,,,,,13,(vco),,,
07/12/1991 09:00,,,,,14.9,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,15,(vco),,,
08/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,6,(vco),,,,,,,20,(vco),,,
09/12/1991 09:00,,,,,13,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
10/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
11/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
12/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
13/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
14/12/1991 09:00,,,,,0,(vco),,,16.8,(vco),,,0,(vco),,,11,(vco),,,,,,,8,(vco),,,
15/12/1991 09:00,,,,,0,(vco),,,4.2,(vco),,,2,(vco),,,0,(vco),,,,,,,5,(vco),,,
16/12/1991 09:00,,,,,0,(vco),,,1.5,(vco),,,9.2,(vco),,,0,(vco),,,,,,,0,(vco),,,
17/12/1991 09:00,,,,,0,(vco),,,12.2,(vco),,,0,(vco),,,7,(vco),,,,,,,3,(vco),,,
18/12/1991 09:00,,,,,0,(vco),,,2.1,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
19/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
20/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
21/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
22/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
23/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
24/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
25/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
26/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
27/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
28/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
29/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
30/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
31/12/1991 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
01/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
02/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
03/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
04/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
05/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
06/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
07/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,45,(vco),,,
08/01/1992 09:00,,,,,26.3,(vco),,,1.1,(vco),,,4.2,(vco),,,0,(vco),,,,,,,32,(vco),,,
09/01/1992 09:00,,,,,50.8,(vco),,,0.6,(vco),,,32.2,(vco),,,0,(vco),,,,,,,20,(vco),,,
10/01/1992 09:00,,,,,11.5,(vco),,,0,(vco),,,4,(vco),,,0,(vco),,,,,,,0,(vco),,,
11/01/1992 09:00,,,,,0,(vco),,,0.5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
12/01/1992 09:00,,,,,0,(vco),,,9.5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
13/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,2,(vco),,,,,,,0,(vco),,,
14/01/1992 09:00,,,,,0,(vco),,,20,(vco),,,5.2,(vco),,,7,(vco),,,,,,,0,(vco),,,
15/01/1992 09:00,,,,,0,(vco),,,2.5,(vco),,,8.3,(vco),,,5,(vco),,,,,,,0,(vco),,,
16/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
17/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
18/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
19/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
20/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
21/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
22/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
23/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
24/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
25/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
26/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
27/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
28/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
29/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
30/01/1992 09:00,,,,,0,(vco),,,0.5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
31/01/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
01/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
02/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
03/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
04/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
05/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
06/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
07/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
08/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
09/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
10/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
11/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
12/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,10,(vco),,,
13/02/1992 09:00,,,,,0,(vco),,,9,(vco),,,21,(vco),,,9.5,(vco),,,,,,,20,(vco),,,
14/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,3,(vco),,,0,(vco),,,,,,,0,(vco),,,
15/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,1,(vco),,,,,,,0,(vco),,,
16/02/1992 09:00,,,,,0,(vco),,,2.2,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
17/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,5,(vco),,,
18/02/1992 09:00,,,,,0,(vco),,,1.1,(vco),,,0,(vco),,,4.5,(vco),,,,,,,0,(vco),,,
19/02/1992 09:00,,,,,0,(vco),,,0.5,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
20/02/1992 09:00,,,,,0,(vco),,,6.1,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
21/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,2.6,(vco),,,0,(vco),,,,,,,0,(vco),,,
22/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
23/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
24/02/1992 09:00,,,,,0,(vco),,,3.5,(vco),,,0,(vco),,,3,(vco),,,,,,,0,(vco),,,
25/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,5.5,(vco),,,,,,,0,(vco),,,
26/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
27/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0.4,(vco),,,0,(vco),,,,,,,0,(vco),,,
28/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
29/02/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
01/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
02/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
03/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
04/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
05/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
06/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
07/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
08/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
09/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
10/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
11/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
12/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
13/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
14/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
15/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
16/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
17/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
18/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
19/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
20/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
21/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
22/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
23/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
24/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,4.5,(vco),,,0,(vco),,,,,,,0,(vco),,,
25/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
26/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
27/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,2,(vco),,,0,(vco),,,,,,,3,(vco),,,
28/03/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
29/03/1992 09:00,,,,,0,(vco),,,0.6,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
30/03/1992 09:00,,,,,35.7,(vco),,,0.7,(vco),,,5.5,(vco),,,0,(vco),,,,,,,27,(vco),,,
31/03/1992 09:00,,,,,21.1,(vco),,,15,(vco),,,20.4,(vco),,,13,(vco),,,,,,,45,(vco),,,
01/04/1992 09:00,,,,,0,(vco),,,1.5,(vco),,,20,(vco),,,5,(vco),,,,,,,21,(vco),,,
02/04/1992 09:00,,,,,0,(vco),,,4.2,(vco),,,26.5,(vco),,,4.5,(vco),,,,,,,20,(vco),,,
03/04/1992 09:00,,,,,0,(vco),,,10.7,(vco),,,20,(vco),,,9,(vco),,,,,,,18,(vco),,,
04/04/1992 09:00,,,,,0,(vco),,,7.5,(vco),,,12.2,(vco),,,2.5,(vco),,,,,,,10,(vco),,,
05/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,17.5,(vco),,,
06/04/1992 09:00,,,,,6.7,(vco),,,0,(vco),,,2,(vco),,,0,(vco),,,,,,,16,(vco),,,
07/04/1992 09:00,,,,,12.8,(vco),,,3.2,(vco),,,8.3,(vco),,,4,(vco),,,,,,,0,(vco),,,
08/04/1992 09:00,,,,,17.4,(vco),,,1.2,(vco),,,2,(vco),,,0,(vco),,,,,,,0,(vco),,,
09/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
10/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
11/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
12/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
13/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
14/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
15/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
16/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
17/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
18/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
19/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
20/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
21/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
22/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
23/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
24/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
25/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
26/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
27/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
28/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
29/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
30/04/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
01/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
02/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
03/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
04/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
05/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
06/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
07/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
08/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
09/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
10/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
11/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
12/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
13/05/1992 09:00,,,,,0,(vco),,,0,(vco),,,0,(vco),,,0,(vco),,,,,,,0,(vco),,,
